iter	Logloss
265	0.5752654722
266	0.5750408821
267	0.5748996193
268	0.574723206
269	0.5745934917
270	0.5742912025
271	0.574049082
272	0.5738130777
273	0.5735486502
274	0.5733817672
275	0.573079157
276	0.5729696458
277	0.572724496
278	0.5725138643
279	0.5722779886
280	0.5721054284
281	0.5717897188
282	0.5715285194
283	0.5712535699
284	0.5710252859
285	0.5708178852
286	0.5705192231
287	0.5703341974
288	0.570149743
289	0.569884527
290	0.5696073533
291	0.5693108715
292	0.5690758453
293	0.5689190446
294	0.568742989
295	0.568380983
296	0.5681714378
297	0.567927965
298	0.5676533174
299	0.5673071301
300	0.5670204579
301	0.5667651975
302	0.5664899528
303	0.5662176843
304	0.5659862146
305	0.5657478939
306	0.56542828
307	0.5651490576
308	0.5648825799
309	0.5647034558
310	0.5645255061
311	0.5643301172
312	0.5640359278
313	0.5638654553
314	0.5635782233
315	0.5632812588
316	0.5629960026
317	0.5627333506
318	0.5625165507
319	0.5623123953
320	0.5620654378
321	0.5617968865
322	0.5615934643
323	0.5613676107
324	0.5611292554
325	0.5609188523
326	0.5606261237
327	0.5604447624
328	0.5602558019
329	0.5599703635
330	0.5597123962
331	0.5595225862
332	0.5592497579
333	0.5589605011
334	0.5587368654
335	0.5584377604
336	0.5582259522
337	0.5579674526
338	0.5576259816
339	0.5573082579
340	0.5570380883
341	0.5568174695
342	0.5565188203
343	0.5562430245
344	0.5558843102
345	0.5556320473
346	0.555372764
347	0.5550943314
348	0.5547911638
349	0.554460238
350	0.5543084668
351	0.5541015081
352	0.5538131488
353	0.5536002981
354	0.5533870783
355	0.5530824032
356	0.5527435698
357	0.5525303114
358	0.5523038685
359	0.552097996
360	0.551883535
361	0.5516686339
362	0.5514249885
363	0.5511624592
364	0.5508123056
365	0.55054873
366	0.5503254378
367	0.5501436435
368	0.549890858
369	0.5496770731
370	0.5493988262
371	0.5491696095
372	0.5489012531
373	0.5486124235
374	0.5483522308
375	0.5481501087
376	0.5479007437
377	0.5476452143
378	0.5473205889
379	0.5470883138
380	0.5468768965
381	0.5466569602
382	0.5464114811
383	0.5461189158
384	0.5458833186
385	0.5455408774
386	0.5453224815
387	0.5450501333
388	0.5448422615
389	0.5445446399
390	0.5443231047
391	0.5440965059
392	0.5438975766
393	0.5436852575
394	0.5434557389
395	0.5432086373
396	0.5429633867
397	0.542657205
398	0.5423405496
399	0.5421292137
400	0.5418741593
401	0.541661446
402	0.5413993406
403	0.541226737
404	0.540967705
405	0.5406873347
406	0.5404845159
407	0.5402379122
408	0.5400554468
409	0.5398318081
410	0.5395531828
411	0.5393438983
412	0.539104115
413	0.5388213301
414	0.5386063364
415	0.5383437694
416	0.53807786
417	0.5378487041
418	0.5376438657
419	0.5374071211
420	0.537174398
421	0.5369234734
422	0.5366948477
423	0.5365310304
424	0.5362151991
425	0.5359935786
426	0.5358606336
427	0.5356661276
428	0.5354515692
429	0.5351865333
430	0.5348452662
431	0.5345806099
432	0.5343184521
433	0.5340530744
434	0.5338459594
435	0.5336771242
436	0.5334415192
437	0.5331561047
438	0.5329752192
439	0.5327127168
440	0.532438823
441	0.5322647473
442	0.5320322203
443	0.531909983
444	0.5316326805
445	0.5313677311
446	0.531117078
447	0.530864214
448	0.530585467
449	0.5303732047
450	0.5301471829
451	0.5300035629
452	0.529714953
453	0.5294245466
454	0.5291625075
455	0.5289577022
456	0.5287734726
457	0.528575932
458	0.5283656077
459	0.5281458033
460	0.5278605011
461	0.5275423755
462	0.527334114
463	0.5271558248
464	0.5270239351
465	0.5268311648
466	0.5265951654
467	0.5263432335
468	0.5261148014
469	0.5258351922
470	0.5255525452
471	0.5253365929
472	0.5250906686
473	0.5247862292
474	0.5245638471
475	0.5244156513
476	0.5242005351
477	0.5240152771
478	0.5237716347
479	0.5235030848
480	0.5232854793
481	0.5230452424
482	0.5228037616
483	0.5225127554
484	0.5223306864
485	0.522158811
486	0.5219544357
487	0.5216822992
488	0.5214431879
489	0.5212564568
490	0.5210395832
491	0.5208507575
492	0.5206223045
493	0.5203959797
494	0.520148485
495	0.5198821249
496	0.5196330429
497	0.5193411297
498	0.5191295485
499	0.5189186513
500	0.5185811467
501	0.5183588272
502	0.5181797534
503	0.5179605237
504	0.5177267843
505	0.5174754042
506	0.5172198327
507	0.5170405307
508	0.5168019877
509	0.5166225587
510	0.5163820585
511	0.5162308486
512	0.5160301093
513	0.5158528404
514	0.5156256674
515	0.5153031794
516	0.5152650574
517	0.5150692458
518	0.5148128604
519	0.5145788254
520	0.5143163054
521	0.5140947242
522	0.5138563203
523	0.5136629566
524	0.5134056394
525	0.5131897002
526	0.5129662508
527	0.5127136594
528	0.5125065315
529	0.5122890541
530	0.512128649
531	0.5119015396
532	0.5116838014
533	0.5114621435
534	0.5112422811
535	0.511009169
536	0.510695686
537	0.5105162801
538	0.5103821328
539	0.510077019
540	0.5098637434
541	0.5096847504
542	0.5094302194
543	0.5091971538
544	0.508970199
545	0.5087716269
546	0.5086078371
547	0.5084130369
548	0.5082322673
549	0.5079887962
550	0.5077789984
551	0.50756796
552	0.5074014849
553	0.5071780127
554	0.5070392339
555	0.5068312941
556	0.5066568986
557	0.5063991865
558	0.5061592552
559	0.5058293152
560	0.5055663638
561	0.5053456826
562	0.5051107805
563	0.5049210774
564	0.5046651015
565	0.5045083688
566	0.5043028779
567	0.5041096485
568	0.5038985729
569	0.5037028507
570	0.50348337
571	0.5032776828
572	0.503095429
573	0.5027863046
574	0.5026147443
575	0.50242167
576	0.5022475393
577	0.5020446083
578	0.5018534617
579	0.5016742097
580	0.501419497
581	0.5012710283
582	0.5010208612
583	0.5008544775
584	0.50065727
585	0.5004938284
586	0.5002384565
587	0.5000040276
588	0.4997913902
589	0.4997230933
590	0.4994193768
591	0.4991628086
592	0.4988694551
593	0.4986632539
594	0.4984460711
595	0.4982238695
596	0.4980392544
597	0.4978805356
598	0.4976449144
599	0.497488086
600	0.4972154735
601	0.4970444253
602	0.496835119
603	0.4966826184
604	0.4964906565
605	0.4963417253
606	0.4961274734
607	0.495948896
608	0.4957462201
609	0.4955317147
610	0.4953490443
611	0.4951834229
612	0.4949683817
613	0.4947430958
614	0.4944586794
615	0.4942122672
616	0.4940047957
617	0.4937914158
618	0.4935970216
619	0.4933583569
620	0.4931462864
621	0.492906478
622	0.4926788782
623	0.4924829008
624	0.4922485834
625	0.4920665619
626	0.4918832005
627	0.4917065052
628	0.4915321033
629	0.4912672172
630	0.4910618418
631	0.490842304
632	0.4906712379
633	0.4904930163
634	0.4903116265
635	0.4900880042
636	0.4898939757
637	0.4896903336
638	0.4894174704
639	0.4891634362
640	0.4890170259
641	0.4888564355
642	0.4886312168
643	0.4884126471
644	0.4882111504
645	0.4880181944
646	0.4878014021
647	0.4875908525
648	0.4874190499
649	0.4872778368
650	0.4870751242
651	0.4868463938
652	0.4865913444
653	0.486434174
654	0.4861719145
655	0.485981538
656	0.4857977421
657	0.4855673679
658	0.4853420005
659	0.485191099
660	0.4849716621
661	0.4847150439
662	0.4845416331
663	0.4843324807
664	0.4841860616
665	0.4840533036
666	0.4839060813
667	0.4837217108
668	0.4834952661
669	0.4832180894
670	0.4830506074
671	0.4828266348
672	0.4826241275
673	0.4824138264
674	0.4822024973
675	0.4819650126
676	0.4816320141
677	0.4814119775
678	0.48117186
679	0.4809428633
680	0.4807350967
681	0.4805239077
682	0.4802635612
683	0.4801100195
684	0.4798650077
685	0.4797218085
686	0.4795585019
687	0.4792454158
688	0.4789703599
689	0.4787407304
690	0.4785172841
691	0.4782725206
692	0.4780542443
693	0.4779102779
694	0.4776642796
695	0.4774937238
696	0.4772962226
697	0.4772638863
698	0.477023811
699	0.4768603084
700	0.4766619795
701	0.4765064884
702	0.4763620003
703	0.4761349391
704	0.4759120374
705	0.4756983332
706	0.475525237
707	0.4752753208
708	0.4750838348
709	0.4748787095
710	0.4747346515
711	0.4744796948
712	0.4742817812
713	0.4741174802
714	0.4739116733
715	0.473640709
716	0.4734663479
717	0.4732793246
718	0.4730865694
719	0.4729090629
720	0.4726982432
721	0.472527799
722	0.4724002138
723	0.4721845996
724	0.4719326375
725	0.4717763214
726	0.4716294449
727	0.4713638951
728	0.4713144359
729	0.4711555706
730	0.4708978924
731	0.4707606115
732	0.4705906261
733	0.470440171
734	0.4702365949
735	0.4700627635
736	0.4698776232
737	0.4696696905
738	0.4694916419
739	0.4692804552
740	0.4691023054
741	0.4689219432
742	0.468811465
743	0.4685872618
744	0.4684030807
745	0.4682047067
746	0.4679590609
747	0.4677140235
748	0.4675445234
749	0.4673264256
750	0.4672021654
751	0.467033531
752	0.466861807
753	0.4667076175
754	0.4665026133
755	0.46629135
756	0.4660798837
757	0.4660083779
758	0.4658167566
759	0.4656426315
760	0.465444085
761	0.4652832881
762	0.4651006352
763	0.4649309641
764	0.4646869066
765	0.4645137811
766	0.4643623707
767	0.4641900189
768	0.4640659494
769	0.463886123
770	0.4636992614
771	0.4634633049
772	0.463347033
773	0.4631229729
774	0.4629697289
775	0.4628022153
776	0.4626246622
777	0.4624308603
778	0.4623068683
779	0.4621847686
780	0.4619855635
781	0.4618397968
782	0.4616515902
783	0.4615080218
784	0.4613902461
785	0.4612041121
786	0.4610404168
787	0.4609114398
788	0.4607637186
789	0.4605692913
790	0.4604233162
791	0.4602617167
792	0.4600965864
793	0.4598430221
794	0.4596635169
795	0.4595059389
796	0.4593341092
797	0.4591658545
798	0.4589811711
799	0.4588492757
800	0.4586510281
801	0.45847008
802	0.4582628737
803	0.4581060335
804	0.4579461641
805	0.4577641208
806	0.4575467184
807	0.4573845725
808	0.4573569497
809	0.4572017484
810	0.4570380978
811	0.4568619129
812	0.4566793921
813	0.4565184782
814	0.4563455923
815	0.4561888081
816	0.4560197581
817	0.4557970457
818	0.4556112773
819	0.4553939133
820	0.4552181308
821	0.4550607967
822	0.4548484036
823	0.4546386387
824	0.4544352621
825	0.4542761943
826	0.454110566
827	0.453905081
828	0.4537582347
829	0.45361319
830	0.4534951913
831	0.4533348139
832	0.4531776079
833	0.4530051339
834	0.4528463913
835	0.452645421
836	0.4524821613
837	0.4523246789
838	0.4520785962
839	0.4519637704
840	0.4517902921
841	0.4516037121
842	0.4514258082
843	0.451221241
844	0.4510291826
845	0.4508007684
846	0.4505819484
847	0.4503760744
848	0.4502667931
849	0.4500701067
850	0.4498950548
851	0.4497558119
852	0.4495833812
853	0.4494460491
854	0.449260605
855	0.4490700488
856	0.4488765408
857	0.4487156283
858	0.4485618062
859	0.4483468294
860	0.4481658062
861	0.4480521565
862	0.447839598
863	0.4477105645
864	0.4475621989
865	0.4473950802
866	0.4471832286
867	0.4470368902
868	0.4468499488
869	0.4466879503
870	0.4464438511
871	0.4462514891
872	0.4460448036
873	0.4458970328
874	0.4457285393
875	0.4455938506
876	0.4454311428
877	0.4452782239
878	0.4451176578
879	0.4450080739
880	0.4448642189
881	0.4447599848
882	0.444637583
883	0.4444902521
884	0.4443512471
885	0.4441033856
886	0.4438759364
887	0.4437269746
888	0.4435779325
889	0.4434054346
890	0.4432111863
891	0.4430554456
892	0.442920099
893	0.4427628256
894	0.4426121845
895	0.44247515
896	0.4423288882
897	0.4421567517
898	0.4419813277
899	0.4418130464
900	0.4416543395
901	0.4414499985
902	0.4413056811
903	0.4411854251
904	0.4410350885
905	0.4408540397
906	0.4406623633
907	0.4404931173
908	0.4403130392
909	0.4401655583
910	0.440005462
911	0.4398535294
912	0.4396251104
913	0.4394962779
914	0.4393238767
915	0.4391814417
916	0.4390428765
917	0.438927372
918	0.4387704136
919	0.4386000206
920	0.438396181
921	0.4383832155
922	0.4382092348
923	0.4380034302
924	0.4378489204
925	0.4377267396
926	0.4375886579
927	0.4374238403
928	0.4372241011
929	0.4370532858
930	0.4369062268
931	0.4366671903
932	0.4365728584
933	0.4364373441
934	0.4362327073
935	0.4360647762
936	0.4358769152
937	0.4356909608
938	0.4355297569
939	0.4353632469
940	0.4352226326
941	0.4350908695
942	0.4349279279
943	0.4348276069
944	0.4346875227
945	0.4345496491
946	0.4343782118
947	0.4341508868
948	0.4339953386
949	0.4338488209
950	0.4336890056
951	0.4335255884
952	0.4333854362
953	0.433178086
954	0.4329774366
955	0.4327677531
956	0.4326242699
957	0.4324558865
958	0.4322475751
959	0.4320324504
960	0.4318435782
961	0.4317017077
962	0.4315502688
963	0.4314260951
964	0.4312591329
965	0.431061395
966	0.4309344514
967	0.4306970504
968	0.4305888834
969	0.4303995998
970	0.4302489819
971	0.4300577361
972	0.4298665774
973	0.4297498863
974	0.4295972191
975	0.429474766
976	0.4294552855
977	0.4292821892
978	0.4290924892
979	0.4289141664
980	0.428721877
981	0.4285701778
982	0.4283569716
983	0.4281833815
984	0.4280079091
985	0.4278274837
986	0.4276730948
987	0.4275181435
988	0.4273653537
989	0.4272469087
990	0.4270480941
991	0.4269199847
992	0.4267361537
993	0.4266162859
994	0.4264549339
995	0.4262779164
996	0.4261248733
997	0.4259430223
998	0.425807179
999	0.4256198684
99	0.4200945065
